;0;1;2
0;0;0.940721614597785;80
1;0;0.940723572948062;80
2;0;0.9407255312983389;80
3;0;0.9407274896486156;80
4;0;0.9407294479988926;80
5;0;0.9407314063491695;80
6;0;0.9407333646994462;80
7;0;0.9407353230497232;80
8;0;0.9407372813999999;80
9;0;0.940739239750277;80
10;0;0.9407411981005537;80
11;0;0.9407431564508305;80
12;0;0.9407451148011076;80
13;0;0.9407470731513844;80
14;0;0.9407490315016611;80
15;0;0.9407509898519382;80
16;0;0.9407529482022149;80
17;0;0.9407549065524917;80
18;0;0.9407568649027686;80
19;0;0.9407588232530455;80
20;0;0.9407607816033223;80
21;0;0.9407627399535992;80
22;0;0.9407646983038761;80
23;0;0.9407666566541528;80
24;0;0.9407686150044297;80
25;0;0.9407705733547066;80
26;0;0.9407725317049834;80
27;0;0.9407744900552604;80
28;0;0.9407764484055371;80
29;0;0.940778406755814;80
30;1;0.9485676150729699;80
31;1;0.9485682133120689;80
32;1;0.948568811551168;80
33;1;0.948569409790267;80
34;1;0.948570008029366;80
35;1;0.948570606268465;80
36;1;0.9485712045075639;80
37;1;0.948571802746663;80
38;1;0.9485724009857618;80
39;1;0.948572999224861;80
40;1;0.94857359746396;80
41;1;0.9485741957030589;80
42;1;0.948574793942158;80
43;1;0.948575392181257;80
44;1;0.948575990420356;80
45;1;0.948576588659455;80
46;1;0.9485771868985539;80
47;1;0.948577785137653;80
48;1;0.948578383376752;80
49;1;0.9485789816158511;80
50;1;0.94857957985495;80
51;1;0.9485801780940489;80
52;1;0.948580776333148;80
53;1;0.9485813745722468;80
54;1;0.948581972811346;80
55;1;0.948582571050445;80
56;1;0.9485831692895439;80
57;1;0.948583767528643;80
58;1;0.948584365767742;80
59;2;0.9595777235329936;80
60;2;0.9595712113683125;80
61;2;0.9595646992036317;80
62;2;0.9595581870389507;80
63;2;0.9595516748742697;80
64;2;0.9595451627095888;80
65;2;0.9595386505449078;80
66;2;0.9595321383802268;80
67;2;0.959525626215546;80
68;2;0.959519114050865;80
69;2;0.959512601886184;80
70;2;0.9595060897215031;80
71;2;0.9594995775568221;80
72;2;0.9594930653921411;80
73;2;0.9594865532274603;80
74;2;0.9594800410627792;80
75;2;0.9594735288980984;80
76;2;0.9594670167334175;80
77;2;0.9594605045687364;80
78;2;0.9594539924040556;80
79;2;0.9594474802393745;80
80;2;0.9594409680746936;80
81;2;0.9594344559100125;80
82;2;0.9594279437453318;80
83;2;0.9594214315806506;80
84;2;0.9594149194159699;80
85;2;0.9594084072512888;80
86;2;0.9594018950866079;80
87;2;0.9593953829219269;80
88;3;0.9691125300427142;80
89;3;0.9691139607805895;80
90;3;0.969115391518465;80
91;3;0.9691168222563404;80
92;3;0.9691182529942158;80
93;3;0.9691196837320912;80
94;3;0.9691211144699667;80
95;3;0.9691225452078421;80
96;3;0.9691239759457176;80
97;3;0.9691254066835929;80
98;3;0.9691268374214684;80
99;3;0.9691282681593438;80
100;3;0.9691296988972192;80
101;3;0.9691311296350946;80
102;3;0.96913256037297;80
103;3;0.9691339911108454;80
104;3;0.9691354218487208;80
105;3;0.9691368525865963;80
106;3;0.9691382833244717;80
107;3;0.9691397140623471;80
108;3;0.9691411448002225;80
109;3;0.9691425755380979;80
110;3;0.9691440062759733;80
111;3;0.9691454370138487;80
112;3;0.9691468677517241;80
113;3;0.9691482984895996;80
114;3;0.9691497292274749;80
115;3;0.9691511599653504;80
116;3;0.9691525907032258;80
117;4;0.9789375383221484;80
118;4;0.9789406705479511;80
119;4;0.978943802773754;80
120;4;0.978946934999557;80
121;4;0.9789500672253599;80
122;4;0.9789531994511627;80
123;4;0.9789563316769656;80
124;4;0.9789594639027686;80
125;4;0.9789625961285713;80
126;4;0.9789657283543742;80
127;4;0.9789688605801772;80
128;4;0.9789719928059799;80
129;4;0.9789751250317829;80
130;4;0.9789782572575858;80
131;4;0.9789813894833888;80
132;4;0.9789845217091915;80
133;4;0.9789876539349944;80
134;4;0.9789907861607974;80
135;4;0.9789939183866001;80
136;4;0.978997050612403;80
137;4;0.979000182838206;80
138;4;0.9790033150640087;80
139;4;0.9790064472898117;80
140;4;0.9790095795156146;80
141;4;0.9790127117414176;80
142;4;0.9790158439672203;80
143;4;0.9790189761930232;80
144;4;0.979022108418826;80
145;4;0.9790252406446289;80
146;4;0.9790283728704319;80
147;5;0.9961067774467884;80
148;5;0.9961069150015505;80
149;5;0.9961070525563124;80
150;5;0.9961071901110742;80
151;5;0.9961073276658361;80
152;5;0.9961074652205979;80
153;5;0.99610760277536;80
154;5;0.9961077403301218;80
155;5;0.9961078778848836;80
156;5;0.9961080154396456;80
157;5;0.9961081529944076;80
158;5;0.9961082905491695;80
159;5;0.9961084281039311;80
160;5;0.9961085656586932;80
161;5;0.996108703213455;80
162;5;0.996108840768217;80
163;5;0.9961089783229787;80
164;5;0.9961091158777408;80
165;5;0.9961092534325027;80
166;5;0.9961093909872647;80
167;5;0.9961095285420266;80
168;5;0.9961096660967884;80
169;5;0.9961098036515502;80
170;5;0.9961099412063121;80
171;5;0.9961100787610742;80
172;5;0.9961102163158361;80
173;5;0.9961103538705979;80
174;5;0.9961104914253598;80
175;5;0.9961106289801218;80
176;5;0.9961107665348836;80
177;6;1.0111979409723146;80
178;6;1.0112003814130675;80
179;6;1.0112028218538205;80
180;6;1.0112052622945737;80
181;6;1.0112077027353266;80
182;6;1.0112101431760798;80
183;6;1.0112125836168326;80
184;6;1.0112150240575857;80
185;6;1.0112174644983387;80
186;6;1.011219904939092;80
187;6;1.011222345379845;80
188;6;1.011224785820598;80
189;6;1.011227226261351;80
190;6;1.0112296667021041;80
191;6;1.0112321071428572;80
192;6;1.0112345475836102;80
193;6;1.0112369880243632;80
194;6;1.0112394284651163;80
195;6;1.0112418689058693;80
196;6;1.0112443093466223;80
197;6;1.0112467497873754;80
198;6;1.0112491902281284;80
199;6;1.0112516306688817;80
200;6;1.0112540711096345;80
201;6;1.0112565115503875;80
202;6;1.0112589519911406;80
203;6;1.0112613924318936;80
204;6;1.0112638328726469;80
205;6;1.0112662733133997;80
206;6;1.011268713754153;80
207;7;1.035716304900905;80
208;7;1.0357173198682552;80
209;7;1.0357183348356056;80
210;7;1.0357193498029555;80
211;7;1.035720364770306;80
212;7;1.035721379737656;80
213;7;1.0357223947050063;80
214;7;1.0357234096723564;80
215;7;1.0357244246397066;80
216;7;1.035725439607057;80
217;7;1.035726454574407;80
218;7;1.0357274695417575;80
219;7;1.0357284845091077;80
220;7;1.0357294994764579;80
221;7;1.035730514443808;80
222;7;1.0357315294111582;80
223;7;1.0357325443785084;80
224;7;1.0357335593458585;80
225;7;1.035734574313209;80
226;7;1.035735589280559;80
227;7;1.0357366042479093;80
228;7;1.0357376192152594;80
229;7;1.0357386341826096;80
230;7;1.0357396491499598;80
231;7;1.0357406641173101;80
232;7;1.0357416790846605;80
233;7;1.0357426940520105;80
234;7;1.0357437090193609;80
235;7;1.035744723986711;80
236;8;1.0589036298349943;80
237;8;1.0589013454839424;80
238;8;1.0588990611328903;80
239;8;1.0588967767818382;80
240;8;1.0588944924307861;80
241;8;1.058892208079734;80
242;8;1.0588899237286822;80
243;8;1.0588876393776299;80
244;8;1.058885355026578;80
245;8;1.0588830706755261;80
246;8;1.058880786324474;80
247;8;1.058878501973422;80
248;8;1.0588762176223698;80
249;8;1.0588739332713177;80
250;8;1.0588716489202656;80
251;8;1.0588693645692135;80
252;8;1.0588670802181614;80
253;8;1.0588647958671096;80
254;8;1.0588625115160575;80
255;8;1.0588602271650058;80
256;8;1.0588579428139537;80
257;8;1.0588556584629016;80
258;8;1.0588533741118495;80
259;8;1.0588510897607974;80
260;8;1.0588488054097454;80
261;8;1.0588465210586935;80
262;8;1.0588442367076414;80
263;8;1.0588419523565893;80
264;8;1.0588396680055372;80
265;8;1.058837383654485;80
266;9;1.0836475227674418;80
267;9;1.083648879139535;80
268;9;1.083650235511628;80
269;9;1.083651591883721;80
270;9;1.083652948255814;80
271;9;1.083654304627907;80
272;9;1.083655661;80
273;9;1.083657017372093;80
274;9;1.0836583737441858;80
275;9;1.0836597301162791;80
276;9;1.083661086488372;80
277;9;1.083662442860465;80
278;9;1.0836637992325582;80
279;9;1.0836651556046513;80
280;9;1.0836665119767441;80
281;9;1.0836678683488372;80
282;9;1.0836692247209303;80
283;9;1.0836705810930232;80
284;9;1.0836719374651163;80
285;9;1.0836732938372091;80
286;9;1.0836746502093024;80
287;9;1.083676006581395;80
288;9;1.0836773629534884;80
289;9;1.0836787193255815;80
290;9;1.0836800756976743;80
291;9;1.0836814320697674;80
292;9;1.0836827884418603;80
293;9;1.0836841448139536;80
294;9;1.0836855011860462;80
295;9;1.0836868575581395;80
296;10;1.105225864562951;80
297;10;1.1052292362189255;80
298;10;1.1052326078749;80
299;10;1.1052359795308742;80
300;10;1.1052393511868486;80
301;10;1.105242722842823;80
302;10;1.1052460944987972;80
303;10;1.1052494661547716;80
304;10;1.1052528378107458;80
305;10;1.1052562094667202;80
306;10;1.1052595811226944;80
307;10;1.1052629527786688;80
308;10;1.1052663244346435;80
309;10;1.1052696960906174;80
310;10;1.1052730677465918;80
311;10;1.105276439402566;80
312;10;1.1052798110585405;80
313;10;1.105283182714515;80
314;10;1.1052865543704893;80
315;10;1.1052899260264637;80
316;10;1.1052932976824377;80
317;10;1.105296669338412;80
318;10;1.1053000409943867;80
319;10;1.105303412650361;80
320;10;1.1053067843063353;80
321;10;1.1053101559623095;80
322;10;1.1053135276182837;80
323;10;1.1053168992742581;80
324;10;1.1053202709302326;80
325;11;1.1187256268648946;80
326;11;1.1187255960221487;80
327;11;1.118725565179402;80
328;11;1.1187255343366558;80
329;11;1.1187255034939092;80
330;11;1.1187254726511628;80
331;11;1.1187254418084165;80
332;11;1.11872541096567;80
333;11;1.1187253801229238;80
334;11;1.1187253492801772;80
335;11;1.1187253184374308;80
336;11;1.1187252875946845;80
337;11;1.118725256751938;80
338;11;1.1187252259091915;80
339;11;1.1187251950664452;80
340;11;1.1187251642236988;80
341;11;1.1187251333809525;80
342;11;1.118725102538206;80
343;11;1.1187250716954595;80
344;11;1.1187250408527132;80
345;11;1.1187250100099666;80
346;11;1.1187249791672205;80
347;11;1.118724948324474;80
348;11;1.1187249174817275;80
349;11;1.1187248866389812;80
